Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR
T1,20/11/94,Vanspor,Genclerbirligi,2,1,H
T1,26/11/94,P. Ofisi,Vanspor,1,0,H
T1,27/11/94,Altay,Kocaelispor,0,2,A
T1,27/11/94,Antalya,Denizlispor,1,1,D
T1,27/11/94,Bursaspor,Zeytinburnu,3,0,H
T1,27/11/94,Galatasaray,Trabzonspor,2,1,H
T1,27/11/94,Gaziantepspor,Besiktas,0,0,D
T1,27/11/94,Genclerbirligi,Ad. Demirspor,0,0,D
T1,27/11/94,Kayseri,Ankaragucu,4,2,H
T1,27/11/94,Samsunspor,Fenerbahce,1,2,A
T1,3/12/1994,Bursaspor,Galatasaray,2,1,H
T1,4/12/1994,Ad. Demirspor,P. Ofisi,1,1,D
T1,4/12/1994,Ankaragucu,Samsunspor,1,0,H
T1,4/12/1994,Denizlispor,Kayseri,3,0,H
T1,4/12/1994,Fenerbahce,Besiktas,1,1,D
T1,4/12/1994,Kocaelispor,Antalya,2,1,H
T1,4/12/1994,Trabzonspor,Genclerbirligi,4,0,H
T1,4/12/1994,Zeytinburnu,Gaziantepspor,1,1,D
T1,17/12/94,Genclerbirligi,Bursaspor,1,0,H
T1,18/12/94,Altay,Ad. Demirspor,3,2,H
T1,18/12/94,Antalya,Vanspor,1,0,H
T1,18/12/94,Besiktas,Ankaragucu,5,1,H
T1,18/12/94,Galatasaray,Zeytinburnu,4,0,H
T1,18/12/94,Gaziantepspor,Fenerbahce,1,1,D
T1,18/12/94,Kayseri,Kocaelispor,4,2,H
T1,18/12/94,P. Ofisi,Trabzonspor,2,5,A
T1,18/12/94,Samsunspor,Denizlispor,1,1,D
T1,23/01/95,Altay,Trabzonspor,0,1,A
T1,23/01/95,Antalya,Ad. Demirspor,2,1,H
T1,23/01/95,Besiktas,Denizlispor,2,0,H
T1,23/01/95,Fenerbahce,Zeytinburnu,3,0,H
T1,23/01/95,Gaziantepspor,Ankaragucu,3,2,H
T1,23/01/95,Genclerbirligi,Galatasaray,3,1,H
T1,23/01/95,Kayseri,Vanspor,4,1,H
T1,23/01/95,P. Ofisi,Bursaspor,1,0,H
T1,23/01/95,Samsunspor,Kocaelispor,1,0,H
T1,26/01/95,Vanspor,Altay,1,1,D
T1,29/01/95,Ad. Demirspor,Kayseri,0,2,A
T1,29/01/95,Ankaragucu,Fenerbahce,2,3,A
T1,29/01/95,Bursaspor,Altay,1,1,D
T1,29/01/95,Denizlispor,Gaziantepspor,2,1,H
T1,29/01/95,Galatasaray,P. Ofisi,2,0,H
T1,29/01/95,Kocaelispor,Besiktas,1,1,D
T1,29/01/95,Trabzonspor,Antalya,0,0,D
T1,29/01/95,Vanspor,Samsunspor,5,1,H
T1,29/01/95,Zeytinburnu,Genclerbirligi,0,0,D
T1,5/2/1995,Altay,Galatasaray,0,3,A
T1,5/2/1995,Ankaragucu,Zeytinburnu,2,2,D
T1,5/2/1995,Antalya,Bursaspor,0,1,A
T1,5/2/1995,Besiktas,Vanspor,3,0,H
T1,5/2/1995,Fenerbahce,Denizlispor,3,0,H
T1,5/2/1995,Gaziantepspor,Kocaelispor,2,0,H
T1,5/2/1995,Kayseri,Trabzonspor,0,0,D
T1,5/2/1995,P. Ofisi,Genclerbirligi,1,2,A
T1,5/2/1995,Samsunspor,Ad. Demirspor,5,1,H
T1,12/2/1995,Ad. Demirspor,Besiktas,0,1,A
T1,12/2/1995,Bursaspor,Kayseri,1,1,D
T1,12/2/1995,Denizlispor,Ankaragucu,0,0,D
T1,12/2/1995,Genclerbirligi,Altay,2,0,H
T1,12/2/1995,Trabzonspor,Samsunspor,5,0,H
T1,12/2/1995,Vanspor,Gaziantepspor,2,0,H
T1,12/2/1995,Zeytinburnu,P. Ofisi,2,1,H
T1,19/02/95,Altay,P. Ofisi,1,0,H
T1,19/02/95,Ankaragucu,Kocaelispor,2,1,H
T1,19/02/95,Antalya,Genclerbirligi,0,0,D
T1,19/02/95,Besiktas,Trabzonspor,4,0,H
T1,19/02/95,Denizlispor,Zeytinburnu,1,0,H
T1,19/02/95,Fenerbahce,Vanspor,2,1,H
T1,19/02/95,Gaziantepspor,Ad. Demirspor,2,0,H
T1,19/02/95,Kayseri,Galatasaray,0,2,A
T1,19/02/95,Samsunspor,Bursaspor,1,1,D
T1,26/02/95,Ad. Demirspor,Fenerbahce,0,1,A
T1,26/02/95,Bursaspor,Besiktas,2,2,D
T1,26/02/95,Galatasaray,Samsunspor,0,1,A
T1,26/02/95,Genclerbirligi,Kayseri,3,1,H
T1,26/02/95,Kocaelispor,Denizlispor,4,1,H
T1,26/02/95,P. Ofisi,Antalya,2,0,H
T1,26/02/95,Trabzonspor,Gaziantepspor,3,0,H
T1,26/02/95,Vanspor,Ankaragucu,1,1,D
T1,26/02/95,Zeytinburnu,Altay,0,0,D
T1,4/3/1995,Fenerbahce,Trabzonspor,1,1,D
T1,5/3/1995,Ankaragucu,Ad. Demirspor,3,0,H
T1,5/3/1995,Antalya,Altay,0,1,A
T1,5/3/1995,Besiktas,Galatasaray,2,3,A
T1,5/3/1995,Denizlispor,Vanspor,4,0,H
T1,5/3/1995,Gaziantepspor,Bursaspor,4,2,H
T1,5/3/1995,Kayseri,P. Ofisi,3,1,H
T1,5/3/1995,Kocaelispor,Zeytinburnu,4,1,H
T1,5/3/1995,Samsunspor,Genclerbirligi,1,3,A
T1,11/3/1995,Genclerbirligi,Besiktas,1,3,A
T1,12/3/1995,Ad. Demirspor,Denizlispor,1,1,D
T1,12/3/1995,Altay,Kayseri,2,1,H
T1,12/3/1995,Bursaspor,Fenerbahce,1,1,D
T1,12/3/1995,Galatasaray,Gaziantepspor,1,2,A
T1,12/3/1995,P. Ofisi,Samsunspor,2,2,D
T1,12/3/1995,Trabzonspor,Ankaragucu,4,0,H
T1,12/3/1995,Vanspor,Kocaelispor,0,0,D
T1,12/3/1995,Zeytinburnu,Antalya,2,2,D
T1,15/03/95,Galatasaray,Antalya,0,3,A
T1,15/03/95,Kocaelispor,Fenerbahce,3,2,H
T1,19/03/95,Ankaragucu,Bursaspor,0,0,D
T1,19/03/95,Besiktas,P. Ofisi,3,1,H
T1,19/03/95,Denizlispor,Trabzonspor,0,1,A
T1,19/03/95,Fenerbahce,Galatasaray,3,0,H
T1,19/03/95,Gaziantepspor,Genclerbirligi,3,0,H
T1,19/03/95,Kayseri,Antalya,4,2,H
T1,19/03/95,Kocaelispor,Ad. Demirspor,1,1,D
T1,19/03/95,Samsunspor,Altay,0,1,A
T1,19/03/95,Vanspor,Zeytinburnu,1,1,D
T1,24/03/95,Altay,Besiktas,2,8,A
T1,25/03/95,Galatasaray,Ankaragucu,2,1,H
T1,25/03/95,Genclerbirligi,Fenerbahce,2,1,H
T1,25/03/95,Trabzonspor,Kocaelispor,4,0,H
T1,26/03/95,Ad. Demirspor,Vanspor,0,0,D
T1,26/03/95,Antalya,Samsunspor,2,0,H
T1,26/03/95,Bursaspor,Denizlispor,3,2,H
T1,26/03/95,P. Ofisi,Gaziantepspor,2,2,D
T1,26/03/95,Zeytinburnu,Kayseri,1,0,H
T1,2/4/1995,Ad. Demirspor,Zeytinburnu,1,2,A
T1,2/4/1995,Ankaragucu,Genclerbirligi,1,2,A
T1,2/4/1995,Besiktas,Antalya,2,1,H
T1,2/4/1995,Denizlispor,Galatasaray,0,0,D
T1,2/4/1995,Fenerbahce,P. Ofisi,6,2,H
T1,2/4/1995,Gaziantepspor,Altay,2,0,H
T1,2/4/1995,Kocaelispor,Bursaspor,1,1,D
T1,2/4/1995,Samsunspor,Kayseri,2,2,D
T1,2/4/1995,Vanspor,Trabzonspor,0,2,A
T1,7/4/1995,Altay,Fenerbahce,2,1,H
T1,7/4/1995,P. Ofisi,Ankaragucu,1,2,A
T1,8/4/1995,Antalya,Gaziantepspor,2,3,A
T1,8/4/1995,Bursaspor,Vanspor,1,2,A
T1,8/4/1995,Galatasaray,Kocaelispor,4,1,H
T1,8/4/1995,Genclerbirligi,Denizlispor,2,2,D
T1,8/4/1995,Kayseri,Besiktas,1,2,A
T1,8/4/1995,Trabzonspor,Ad. Demirspor,7,0,H
T1,8/4/1995,Zeytinburnu,Samsunspor,1,2,A
T1,16/04/95,Ad. Demirspor,Bursaspor,2,3,A
T1,16/04/95,Ankaragucu,Altay,1,0,H
T1,16/04/95,Besiktas,Samsunspor,1,0,H
T1,16/04/95,Denizlispor,P. Ofisi,1,1,D
T1,16/04/95,Fenerbahce,Antalya,3,0,H
T1,16/04/95,Gaziantepspor,Kayseri,2,0,H
T1,16/04/95,Kocaelispor,Genclerbirligi,3,2,H
T1,16/04/95,Trabzonspor,Zeytinburnu,3,0,H
T1,16/04/95,Vanspor,Galatasaray,1,2,A
T1,30/04/95,Altay,Denizlispor,1,1,D
T1,30/04/95,Antalya,Ankaragucu,2,0,H
T1,30/04/95,Bursaspor,Trabzonspor,0,1,A
T1,30/04/95,Galatasaray,Ad. Demirspor,3,0,H
T1,30/04/95,Genclerbirligi,Vanspor,3,1,H
T1,30/04/95,Kayseri,Fenerbahce,1,2,A
T1,30/04/95,P. Ofisi,Kocaelispor,1,0,H
T1,30/04/95,Samsunspor,Gaziantepspor,2,1,H
T1,30/04/95,Zeytinburnu,Besiktas,0,3,A
T1,6/5/1995,Trabzonspor,Galatasaray,2,2,D
T1,7/5/1995,Ad. Demirspor,Genclerbirligi,0,7,A
T1,7/5/1995,Ankaragucu,Kayseri,1,5,A
T1,7/5/1995,Besiktas,Gaziantepspor,2,0,H
T1,7/5/1995,Denizlispor,Antalya,0,0,D
T1,7/5/1995,Fenerbahce,Samsunspor,4,1,H
T1,7/5/1995,Kocaelispor,Altay,7,1,H
T1,7/5/1995,Vanspor,P. Ofisi,3,2,H
T1,7/5/1995,Zeytinburnu,Bursaspor,2,2,D
T1,13/05/95,Galatasaray,Bursaspor,0,0,D
T1,13/05/95,P. Ofisi,Ad. Demirspor,2,0,H
T1,13/05/95,Samsunspor,Ankaragucu,4,2,H
T1,14/05/95,Altay,Vanspor,3,2,H
T1,14/05/95,Antalya,Kocaelispor,1,0,H
T1,14/05/95,Besiktas,Fenerbahce,0,0,D
T1,14/05/95,Gaziantepspor,Zeytinburnu,3,1,H
T1,14/05/95,Genclerbirligi,Trabzonspor,1,2,A
T1,14/05/95,Kayseri,Denizlispor,5,1,H
T1,21/05/95,Ad. Demirspor,Altay,1,4,A
T1,21/05/95,Ankaragucu,Besiktas,0,0,D
T1,21/05/95,Bursaspor,Genclerbirligi,2,1,H
T1,21/05/95,Denizlispor,Samsunspor,1,2,A
T1,21/05/95,Fenerbahce,Gaziantepspor,2,0,H
T1,21/05/95,Kocaelispor,Kayseri,4,3,H
T1,21/05/95,Trabzonspor,P. Ofisi,3,2,H
T1,21/05/95,Vanspor,Antalya,1,4,A
T1,21/05/95,Zeytinburnu,Galatasaray,3,7,A
